"Revised  NEET-UG  Counselling Seats Allotment -2025 Round 3","","","","","","","","","","","","","","","",""
"Round 1","","","","","Round 2","","","","","Round 3","","","","","",""
"Rank","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","","Allotted Institute","Course","Alloted Category","candidate Category","option No.","Remarks"
"31091","-","-","-","-","All India","AGARTALA GOVT. DENTAL COLLEGE,AGARTAL","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31092","All India","GOVT. MEDICAL COLLEGE,TIRUNELVELI","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31095","Open Seat Quota","Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH","BDS","Not Reported","Delhi University Quota","Maulana Azad Institute of Dental Sciences, New Delhi","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"31098","All India","GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31107","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31114","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","SYMBIOSIS MEDICAL COLLEGE FOR WOMEN
PUNE,Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )","MBBS","Open","EWS","446","Fresh Allotted in 3nd Round",""
"31115","Open Seat Quota","AIIMS Jammu","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31121","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Gulbarga","MBBS","Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Hyderbad","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"31144","All India","TAMILNADU GOVT D.C. & HOSP, CHENNAI","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31151","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Not Reported","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31158","All India","DR. R. AHMED DENT.COLL & HOSP,KOLKATA","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31167","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31171","-","-","-","-","All India","TAMILNADU GOVT D.C. & HOSP, CHENNAI","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31174","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31178","All India","Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R.
N. Cooper Municipal General Hospital, Maharashtra","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31188","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","-","-","-","-","Employee s State Insurance Scheme( ESI)","ESIC, Medical College and Hospital,Indore,ESIC, Medical College and Hospital, Nanda Nagar, Indore, Madhya Pradesh","MBBS","OBC","OBC","2","Upgraded",""
"31198","-","-","-","-","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"31204","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Gulbarga","MBBS","Reported","-","-","-","-","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Hyderbad,Sanathnagar, Hyderabad, Telangana, 500038","MBBS","Open","General","2","Upgraded",""
"31206","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31207","-","-","-","-","All India","GOVT. DENTAL COLLEGE, TRIVANDRUM","BDS","Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31211","-","-","-","-","All India","GOVT DENTAL COLLEGE
Kannur","BDS","Not Reported","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi,Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025","BDS","Open","OBC","2","Fresh Allotted in 3nd Round",""
"31212","All India","NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31223","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31225","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"31230","-","-","-","-","All India","GOVT DENTAL COLLEGE
Kannur","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31236","-","-","-","-","All India","Burdwan Dental College & Hospital, Burdwan","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31246","-","-","-","-","-","-","-","-","All India","Govt dental college Pudukkottai,GOVT DENTAL COLLEGE MULLUR
PUDUKKOTTAI, Tamil Nadu, 622003","BDS","Open","OBC","12","Fresh Allotted in 3nd Round",""
"31253","-","-","-","-","All India","Government Dental College and Hospital, Vijayawada","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31257","All India","Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31258","Open Seat Quota","Dr. Ziauddin Ahmed Dental College and Hospital,ALIGARH","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31265","All India","GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31280","All India","GOVT. MEDICAL COLLEGE,PATIALA","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31282","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Gulbarga","MBBS","Not Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Hyderbad","MBBS","Reported","Employee s State Insurance Scheme( ESI)","SLBS Govt. Medical College, Mandi,Mandi at Nerchowk PO Bhangrotu Tehsil Balh District Mandi, Himachal Pradesh, 175021","MBBS","Open","OBC","3","Upgraded",""
"31291","All India","GOA DENTAL COLLEGE & HOSPITAL, GOA","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31294","All India","Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R.
N. Cooper Municipal General Hospital, Maharashtra","MBBS","Reported","All India","GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31296","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31302","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31303","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31321","-","-","-","-","All India","DC, RIMS, Imphal","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31346","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Not Reported","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Seat Surrendered","-","-","-","-","-","-","Not Allotted.",""
"31347","-","-","-","-","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"31359","All India","GOVT. DENTAL COLL.& HOSP., JAMNAGAR","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31367","All India","S.N. MEDICAL COLLEGE, AGRA","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31378","-","-","-","-","All India","Dental Institue, RIMS, Ranchi","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31395","Deemed/ Paid Seats Quota","SYMBIOSIS MEDICAL COLLEGE FOR WOMEN
PUNE(Female Seat only )","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31399","-","-","-","-","All India","TAMILNADU GOVT D.C. & HOSP, CHENNAI","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31400","All India","NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31419","-","-","-","-","All India","ESIC Dental College and Hospital","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31425","All India","GOVT DEN COLL DENTAL WING PATIALA","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31435","All India","Govt dental college Pudukkottai","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31437","Muslim OBC
Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Not Reported","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31440","All India","Government Dental College Hyderabad","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31444","Open Seat Quota","AIIMS, Madurai","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31472","All India","Govt dental college Pudukkottai","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31485","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Manipal Tata Medical College,,Kadani Road, Baridih, Jamshedpur, East Singbhum District, Jharkhand, 831017","MBBS","Open","EWS","447","Fresh Allotted in 3nd Round",""
"31488","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31497","-","-","-","-","All India","DC, RIMS, Imphal","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31499","All India","MEDICAL COLLEGE, BARODA","MBBS","Not Reported","Open Seat Quota","AIIMS, Deogarh","MBBS","Reported","Open Seat Quota","AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101","MBBS","SC","SC","20","Upgraded",""
"31500","All India","GOVT. DENTAL COLLEGE & HOSP.,NAGPUR","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31518","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31539","IP
University Quota","ESIC Dental College and Hospital","BDS","Reported","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31541","All India","Govt dental college Pudukkottai","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31552","All India","GUWAHATI MEDICAL COLLEGE, GUWAHATI","MBBS","Reported","Open Seat Quota","AIIMS Guwahati","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31554","All India","R.N.T. MEDICAL COLLEGE, UDAIPUR","MBBS","Not Reported","Open Seat Quota","AIIMS, Rai Bareli","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31559","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31560","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","-","-","-","-","Employee s State Insurance Scheme( ESI)","ESIC MEDICAL COLLEGE NARODA, BAPUNAGR,AHMEDABAD,BA PUNAGAR, NEAR NARODA RAILWAY CROSING, HIMMATNAGAR HIGHWAY,PO KUBERNAGAR","MBBS","Open","General","6","Upgraded",""
"31587","Deemed/ Paid Seats Quota","SYMBIOSIS MEDICAL COLLEGE FOR WOMEN
PUNE(Female Seat only )","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31591","Open Seat Quota","AIIMS, Rai Bareli","MBBS","Reported","Open Seat Quota","AIIMS, Gorakhpur","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31592","All India","GOVT. DENTAL COLLEGE & HOSP.,MUMBAI","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31609","All India","CALCUTTA NATIONAL MED COLL,KOLKATA","MBBS","Not Reported","Open Seat Quota","JIPMER KARAIKAL","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31622","Open Seat Quota","AIIMS, New Delhi","MBBS","Seat Cancelled","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31631","All India","GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31646","Delhi University Quota","Maulana Azad Institute of Dental Sciences, New Delhi","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31648","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College & Hospital, Bihta","MBBS","Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College and Hospital Varanasi,ESIC Medical College and Hospital, Pndeypur Varanasii","MBBS","Open","General","6","Upgraded",""
"31652","All India","GOVT DEN COLL DENTAL WING PATIALA","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31672","-","-","-","-","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"31689","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31695","All India","Siddartha Medical College, Vijayawada","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"31703","IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31708","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31711","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Gulbarga","MBBS","Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College AND PGIMSR, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31718","-","-","-","-","Employee s State Insurance Scheme( ESI)","ESIC Medical College, Gulbarga","MBBS","Reported","Employee s State Insurance Scheme( ESI)","SLBS Govt. Medical College, Mandi,Mandi at Nerchowk PO Bhangrotu Tehsil Balh District Mandi, Himachal Pradesh, 175021","MBBS","Open","General","2","Upgraded",""
"31737","-","-","-","-","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"31740","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31744","All India","GOVT DENTAL COLLEGE
Kannur","BDS","Not Reported","All India","ESIC Dental College and Hospital","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31750","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","Employee s State Insurance Scheme( ESI)","Government Medical College and ESIC Hospital, Coimbatore","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31752","All India","PATNA MEDICAL COLLEGE, PATNA","MBBS","Not Reported","Open Seat Quota","AIIMS Guwahati","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"31764","All India","Dr Ram Manohar Lohia Inst. of Med. Sce., Lucknow","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31775","All India","DC, RIMS, Imphal","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31794","All India","Dr Ram Manohar Lohia Inst. of Med. Sce., Lucknow","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31796","All India","Rajah Muthiah Dental College and Hos. , Annamalai","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31817","Employee s State Insurance Scheme( ESI)","ESIC PGIMSR, Joka,
Kolkata, WB","MBBS","Reported","Employee s State Insurance Scheme( ESI)","ESIC Medical College & Hospital, Bihta","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"31819","All India","Burdwan Dental College & Hospital, Burdwan","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31834","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104","MBBS","Open","OBC","443","Fresh Allotted in 3nd Round",""
"31837","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"31839","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Reported","-","-","-","-","-","-","-","-","-","-","No Upgradation",""
"31850","Open Seat Quota","Faculty of Dentistry, Jamia Millia Islamia, New Delhi","BDS","Not Reported","All India","ESIC Dental College, Gulbarga","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"31851","Open Seat Quota","IMS BHU Dental, Varanasi","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"31853","All India","S.C.B. MEDICAL COLLEGE, CUTTACK","MBBS","Reported","Open Seat Quota","AIIMS, Rai Bareli","MBBS","Reported","Open Seat Quota","AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008","MBBS","SC","SC","18","Upgraded",""
